event_date,ticker,val,close,adj_close
1980-01-02,DGS3MO,0.0500,0.0500,0.0500
1980-01-03,DGS3MO,0.0500,0.0500,0.0500
1980-01-04,DGS3MO,0.0500,0.0500,0.0500
1980-01-07,DGS3MO,0.0500,0.0500,0.0500
1980-01-08,DGS3MO,0.0500,0.0500,0.0500
1980-01-09,DGS3MO,0.0500,0.0500,0.0500
1980-01-10,DGS3MO,0.0500,0.0500,0.0500
1980-01-11,DGS3MO,0.0500,0.0500,0.0500
1980-01-14,DGS3MO,0.0500,0.0500,0.0500
1980-01-15,DGS3MO,0.0500,0.0500,0.0500
1980-01-16,DGS3MO,0.0500,0.0500,0.0500
1980-01-17,DGS3MO,0.0500,0.0500,0.0500
1980-01-18,DGS3MO,0.0500,0.0500,0.0500
1980-01-21,DGS3MO,0.0500,0.0500,0.0500
1980-01-22,DGS3MO,0.0500,0.0500,0.0500
1980-01-23,DGS3MO,0.0500,0.0500,0.0500
1980-01-24,DGS3MO,0.0500,0.0500,0.0500
1980-01-25,DGS3MO,0.0500,0.0500,0.0500
1980-01-28,DGS3MO,0.0500,0.0500,0.0500
1980-01-29,DGS3MO,0.0500,0.0500,0.0500
1980-01-30,DGS3MO,0.0500,0.0500,0.0500
1980-01-31,DGS3MO,0.0500,0.0500,0.0500
1980-02-01,DGS3MO,0.0500,0.0500,0.0500
1980-02-04,DGS3MO,0.0500,0.0500,0.0500
1980-02-05,DGS3MO,0.0500,0.0500,0.0500
1980-02-06,DGS3MO,0.0500,0.0500,0.0500
1980-02-07,DGS3MO,0.0500,0.0500,0.0500
1980-02-08,DGS3MO,0.0500,0.0500,0.0500
1980-02-11,DGS3MO,0.0500,0.0500,0.0500
1980-02-12,DGS3MO,0.0500,0.0500,0.0500
1980-02-13,DGS3MO,0.0500,0.0500,0.0500
1980-02-14,DGS3MO,0.0500,0.0500,0.0500
1980-02-15,DGS3MO,0.0500,0.0500,0.0500
1980-02-19,DGS3MO,0.0500,0.0500,0.0500
1980-02-20,DGS3MO,0.0500,0.0500,0.0500
1980-02-21,DGS3MO,0.0500,0.0500,0.0500
1980-02-22,DGS3MO,0.0500,0.0500,0.0500
1980-02-25,DGS3MO,0.0500,0.0500,0.0500
1980-02-26,DGS3MO,0.0500,0.0500,0.0500
1980-02-27,DGS3MO,0.0500,0.0500,0.0500
1980-02-28,DGS3MO,0.0500,0.0500,0.0500
1980-02-29,DGS3MO,0.0500,0.0500,0.0500
1980-03-03,DGS3MO,0.0500,0.0500,0.0500
1980-03-04,DGS3MO,0.0500,0.0500,0.0500
1980-03-05,DGS3MO,0.0500,0.0500,0.0500
1980-03-06,DGS3MO,0.0500,0.0500,0.0500
1980-03-07,DGS3MO,0.0500,0.0500,0.0500
1980-03-10,DGS3MO,0.0500,0.0500,0.0500
1980-03-11,DGS3MO,0.0500,0.0500,0.0500
1980-03-12,DGS3MO,0.0500,0.0500,0.0500
1980-03-13,DGS3MO,0.0500,0.0500,0.0500
1980-03-14,DGS3MO,0.0500,0.0500,0.0500
1980-03-17,DGS3MO,0.0500,0.0500,0.0500
1980-03-18,DGS3MO,0.0500,0.0500,0.0500
1980-03-19,DGS3MO,0.0500,0.0500,0.0500
1980-03-20,DGS3MO,0.0500,0.0500,0.0500
1980-03-21,DGS3MO,0.0500,0.0500,0.0500
1980-03-24,DGS3MO,0.0500,0.0500,0.0500
1980-03-25,DGS3MO,0.0500,0.0500,0.0500
1980-03-26,DGS3MO,0.0500,0.0500,0.0500
1980-03-27,DGS3MO,0.0500,0.0500,0.0500
1980-03-28,DGS3MO,0.0500,0.0500,0.0500
1980-03-31,DGS3MO,0.0500,0.0500,0.0500
1980-04-01,DGS3MO,0.0500,0.0500,0.0500
1980-04-02,DGS3MO,0.0500,0.0500,0.0500
1980-04-03,DGS3MO,0.0500,0.0500,0.0500
1980-04-07,DGS3MO,0.0500,0.0500,0.0500
1980-04-08,DGS3MO,0.0500,0.0500,0.0500
1980-04-09,DGS3MO,0.0500,0.0500,0.0500
1980-04-10,DGS3MO,0.0500,0.0500,0.0500
1980-04-11,DGS3MO,0.0500,0.0500,0.0500
1980-04-14,DGS3MO,0.0500,0.0500,0.0500
1980-04-15,DGS3MO,0.0500,0.0500,0.0500
1980-04-16,DGS3MO,0.0500,0.0500,0.0500
1980-04-17,DGS3MO,0.0500,0.0500,0.0500
1980-04-18,DGS3MO,0.0500,0.0500,0.0500
1980-04-21,DGS3MO,0.0500,0.0500,0.0500
1980-04-22,DGS3MO,0.0500,0.0500,0.0500
1980-04-23,DGS3MO,0.0500,0.0500,0.0500
1980-04-24,DGS3MO,0.0500,0.0500,0.0500
1980-04-25,DGS3MO,0.0500,0.0500,0.0500
1980-04-28,DGS3MO,0.0500,0.0500,0.0500
1980-04-29,DGS3MO,0.0500,0.0500,0.0500
1980-04-30,DGS3MO,0.0500,0.0500,0.0500
1980-05-01,DGS3MO,0.0500,0.0500,0.0500
1980-05-02,DGS3MO,0.0500,0.0500,0.0500
1980-05-05,DGS3MO,0.0500,0.0500,0.0500
1980-05-06,DGS3MO,0.0500,0.0500,0.0500
1980-05-07,DGS3MO,0.0500,0.0500,0.0500
1980-05-08,DGS3MO,0.0500,0.0500,0.0500
1980-05-09,DGS3MO,0.0500,0.0500,0.0500
1980-05-12,DGS3MO,0.0500,0.0500,0.0500
1980-05-13,DGS3MO,0.0500,0.0500,0.0500
1980-05-14,DGS3MO,0.0500,0.0500,0.0500
1980-05-15,DGS3MO,0.0500,0.0500,0.0500
1980-05-16,DGS3MO,0.0500,0.0500,0.0500
1980-05-19,DGS3MO,0.0500,0.0500,0.0500
1980-05-20,DGS3MO,0.0500,0.0500,0.0500
1980-05-21,DGS3MO,0.0500,0.0500,0.0500
1980-05-22,DGS3MO,0.0500,0.0500,0.0500
1980-05-23,DGS3MO,0.0500,0.0500,0.0500
1980-05-27,DGS3MO,0.0500,0.0500,0.0500
1980-05-28,DGS3MO,0.0500,0.0500,0.0500
1980-05-29,DGS3MO,0.0500,0.0500,0.0500
1980-05-30,DGS3MO,0.0500,0.0500,0.0500
1980-06-02,DGS3MO,0.0500,0.0500,0.0500
1980-06-03,DGS3MO,0.0500,0.0500,0.0500
1980-06-04,DGS3MO,0.0500,0.0500,0.0500
1980-06-05,DGS3MO,0.0500,0.0500,0.0500
1980-06-06,DGS3MO,0.0500,0.0500,0.0500
1980-06-09,DGS3MO,0.0500,0.0500,0.0500
1980-06-10,DGS3MO,0.0500,0.0500,0.0500
1980-06-11,DGS3MO,0.0500,0.0500,0.0500
1980-06-12,DGS3MO,0.0500,0.0500,0.0500
1980-06-13,DGS3MO,0.0500,0.0500,0.0500
1980-06-16,DGS3MO,0.0500,0.0500,0.0500
1980-06-17,DGS3MO,0.0500,0.0500,0.0500
1980-06-18,DGS3MO,0.0500,0.0500,0.0500
1980-06-19,DGS3MO,0.0500,0.0500,0.0500
1980-06-20,DGS3MO,0.0500,0.0500,0.0500
1980-06-23,DGS3MO,0.0500,0.0500,0.0500
1980-06-24,DGS3MO,0.0500,0.0500,0.0500
1980-06-25,DGS3MO,0.0500,0.0500,0.0500
1980-06-26,DGS3MO,0.0500,0.0500,0.0500
1980-06-27,DGS3MO,0.0500,0.0500,0.0500
1980-06-30,DGS3MO,0.0500,0.0500,0.0500
1980-07-01,DGS3MO,0.0500,0.0500,0.0500
1980-07-02,DGS3MO,0.0500,0.0500,0.0500
1980-07-03,DGS3MO,0.0500,0.0500,0.0500
1980-07-07,DGS3MO,0.0500,0.0500,0.0500
1980-07-08,DGS3MO,0.0500,0.0500,0.0500
1980-07-09,DGS3MO,0.0500,0.0500,0.0500
1980-07-10,DGS3MO,0.0500,0.0500,0.0500
1980-07-11,DGS3MO,0.0500,0.0500,0.0500
1980-07-14,DGS3MO,0.0500,0.0500,0.0500
1980-07-15,DGS3MO,0.0500,0.0500,0.0500
1980-07-16,DGS3MO,0.0500,0.0500,0.0500
1980-07-17,DGS3MO,0.0500,0.0500,0.0500
1980-07-18,DGS3MO,0.0500,0.0500,0.0500
1980-07-21,DGS3MO,0.0500,0.0500,0.0500
1980-07-22,DGS3MO,0.0500,0.0500,0.0500
1980-07-23,DGS3MO,0.0500,0.0500,0.0500
1980-07-24,DGS3MO,0.0500,0.0500,0.0500
1980-07-25,DGS3MO,0.0500,0.0500,0.0500
1980-07-28,DGS3MO,0.0500,0.0500,0.0500
1980-07-29,DGS3MO,0.0500,0.0500,0.0500
1980-07-30,DGS3MO,0.0500,0.0500,0.0500
1980-07-31,DGS3MO,0.0500,0.0500,0.0500
1980-08-01,DGS3MO,0.0500,0.0500,0.0500
1980-08-04,DGS3MO,0.0500,0.0500,0.0500
1980-08-05,DGS3MO,0.0500,0.0500,0.0500
1980-08-06,DGS3MO,0.0500,0.0500,0.0500
1980-08-07,DGS3MO,0.0500,0.0500,0.0500
1980-08-08,DGS3MO,0.0500,0.0500,0.0500
1980-08-11,DGS3MO,0.0500,0.0500,0.0500
1980-08-12,DGS3MO,0.0500,0.0500,0.0500
1980-08-13,DGS3MO,0.0500,0.0500,0.0500
1980-08-14,DGS3MO,0.0500,0.0500,0.0500
1980-08-15,DGS3MO,0.0500,0.0500,0.0500
1980-08-18,DGS3MO,0.0500,0.0500,0.0500
1980-08-19,DGS3MO,0.0500,0.0500,0.0500
1980-08-20,DGS3MO,0.0500,0.0500,0.0500
1980-08-21,DGS3MO,0.0500,0.0500,0.0500
1980-08-22,DGS3MO,0.0500,0.0500,0.0500
1980-08-25,DGS3MO,0.0500,0.0500,0.0500
1980-08-26,DGS3MO,0.0500,0.0500,0.0500
1980-08-27,DGS3MO,0.0500,0.0500,0.0500
1980-08-28,DGS3MO,0.0500,0.0500,0.0500
1980-08-29,DGS3MO,0.0500,0.0500,0.0500
1980-09-02,DGS3MO,0.0500,0.0500,0.0500
1980-09-03,DGS3MO,0.0500,0.0500,0.0500
1980-09-04,DGS3MO,0.0500,0.0500,0.0500
1980-09-05,DGS3MO,0.0500,0.0500,0.0500
1980-09-08,DGS3MO,0.0500,0.0500,0.0500
1980-09-09,DGS3MO,0.0500,0.0500,0.0500
1980-09-10,DGS3MO,0.0500,0.0500,0.0500
1980-09-11,DGS3MO,0.0500,0.0500,0.0500
1980-09-12,DGS3MO,0.0500,0.0500,0.0500
1980-09-15,DGS3MO,0.0500,0.0500,0.0500
1980-09-16,DGS3MO,0.0500,0.0500,0.0500
1980-09-17,DGS3MO,0.0500,0.0500,0.0500
1980-09-18,DGS3MO,0.0500,0.0500,0.0500
1980-09-19,DGS3MO,0.0500,0.0500,0.0500
1980-09-22,DGS3MO,0.0500,0.0500,0.0500
1980-09-23,DGS3MO,0.0500,0.0500,0.0500
1980-09-24,DGS3MO,0.0500,0.0500,0.0500
1980-09-25,DGS3MO,0.0500,0.0500,0.0500
1980-09-26,DGS3MO,0.0500,0.0500,0.0500
1980-09-29,DGS3MO,0.0500,0.0500,0.0500
1980-09-30,DGS3MO,0.0500,0.0500,0.0500
1980-10-01,DGS3MO,0.0500,0.0500,0.0500
1980-10-02,DGS3MO,0.0500,0.0500,0.0500
1980-10-03,DGS3MO,0.0500,0.0500,0.0500
1980-10-06,DGS3MO,0.0500,0.0500,0.0500
1980-10-07,DGS3MO,0.0500,0.0500,0.0500
1980-10-08,DGS3MO,0.0500,0.0500,0.0500
